CSG_HOUSEKEY,Transaction_Type,Transaction_Date,Transaction_Result,Order__c,CSG_CABLE_SERV_STATUS,CSG_INTERNET_SERV_STATUS,CSG_PHONE_SERV_STATUS,CSG_SECURITY_SERV_STATUS,CSG_CABLE_SERV_DATE,CSG_INTERNET_SERV_DATE,CSG_PHONE_SERV_DATE,CSG_SECURITY_SERV_DATE,CSG_DROP_TYPE,CSG_VIDEO_TAP_STATUS,ELOC_CUSTOMFIELD1,JT_DBIG_CODE,CSG_DROP_STATUS,CSG_DWELL_TYPE,CSG_DWELL_CATEGORY,CSG_DWELL_SUBCATEGORY,CSG_HOUSE_STATUS,ELOC_ESLAM_PLG,HBB_COUNT,PBB_COUNT,MIP_TOTAL_EST_QB_COAX,MIP_TOTAL_BUSINESSES_IN_SMB,COSTAR_PROPERTY_TYPE,COSTAR_PROPERTY_SUBTYPE,COSTAR_MALL,COSTAR_RENTABLE_BUILDING_AREA,COSTAR_TYPICAL_FLOOR_SIZE,COSTAR_NUMBER_OF_STORIES,COSTAR_YEAR_BUILT,YEAR_RENOVATED,COSTAR_TENANTS,TAP_DROP_TYPE,TAP_NUM_PORTS,MIP_BUILDING_LAT_LONG_CODE,IQ_ROUTE_COST_COAX,MIP_BUILDING_TYPE,MIP_IN_PROBUILD,BLDG_CABLE_SERV_STATUS,BLDG_INTERNET_SERV_STATUS,BLDG_PHONE_SERV_STATUS,BLDG_SECURITY_SERV_STATUS,BLDG_DROPSTATUS,Master_HKSvc,Master_BldgBilling,Master_HKSvcPost12_22_13,Master_ResiHK,Master_RecentRTISurvey,Master_BldgService,Master_RecentRTIPIV,Master_ValidECF1Const,Master_PlantNearParcel,Master_JTConstruction,Const_RecentDOIFNoConst,Const_ConstSurveyNoConst,Const_U32PIVNoConst,Const_FiberOnlyBldg,Const_HouseStatusMY,Const_HouseStatusMZ,Const_NeverSvcBldg,Green_ActiveSuiteCoax,Green_ActiveSuiteMultiPlusVideo,Green_SvcResiHK,Green_SuiteBilling,Green_ProBuildConstWithROE,Green_AerialDrop150Ft,Green_PlantOnParcel,PIV_SuiteFiber,PIV_SuiteMultiNoVideo,PIV_SuiteNonStandardSurvey,PIV_ProBuildConstNoROE,PIV_NeverSvcSuite,PIV_PLG,PIV_RFOG,PIV_LargeSingleTenant,PIV_LargeMultiTenant,PIV_MallSuiteNoRTI,PIV_HardDisco
8.02E+13,DOIF,1/17/2018,Construction Issue,a0V1H00000E4DcyUAF,S,S,S,S,7/28/2011,7/28/2011,7/28/2011,2/16/2017,COAX ,0, ,NULL,0,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,2,2,Retail,Storefront,0,53179,53179,1,1971,1983,1,NULL,NULL,CoStar,227.79,COMMERCIAL,0,3,3,3,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,Install,12/6/2017,Complete,a0V1H00000E1SjfUAF,S,S,S,S,10/16/2007,2/13/2006,3/1/2010,2/16/2017,COAX ,1, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2, ,0,3,11,10,Industrial,Warehouse,0,21369,21369,1,1978,0,1,NULL,NULL,CoStar,274.49,COMMERCIAL,0,9,9,9,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,DOIF,1/3/2018,Construction Issue,a0V1H00000BPmMBUA1,S,S,S,S,11/24/2017,11/24/2017,11/24/2017,11/24/2017,COAX ,0,H11055598,NULL,1,CL,COMMERCIAL,BUSINESS,G2, ,0,1,2,1,Retail,Freestanding,0,10360,10360,1,1968,2015,1,NULL,NULL,CoStar,831.92,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,DOIF,4/10/2018,Construction Issue,a0V1H00000E1gUcUAJ,S,S,S,S,2/15/2016,2/15/2016,2/15/2016,2/16/2017,COAX ,0,G02027188,NULL,0,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,NULL,NULL,24,20,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CoStar,23.31,COMMERCIAL,1,23,23,23,23,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,DOIF,1/12/2018,Construction Issue,a0V1H00000E1S9SUAV,S,S,S,S,12/6/2017,12/6/2017,12/6/2017,12/6/2017,COAX ,0, ,NULL,0,CL,COMMERCIAL,BUSINESS,G2, ,0,0,1,0,Retail,Storefront,0,6729,6729,1,1999,2016,1,NULL,NULL,CoStar,13035.03,COMMERCIAL,0,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,DOIF,12/21/2017,Construction Issue,a0V1H00000E2DYmUAN,S,S,S,S,12/8/2016,12/8/2016,12/8/2016,2/16/2017,COAX ,0,G09041931,NULL,0,CL,COMMERCIAL,BUSINESS,NS,PLGC0917,0,1,1,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S5HPNTSCZA,7569.97,COMMERCIAL,0,3,3,3,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,DOIF,10/15/2018,Construction Issue,a0V1H00000GC6xHUAT,S,S,S,S,8/29/2016,8/29/2016,8/29/2016,2/16/2017,COAX ,0,G07040260,NULL,0,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,3,3,Retail,Freestanding,0,6206,6206,1,2006,0,1,NULL,NULL,Costar,1020.76,COMMERCIAL,0,4,4,4,4,1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8.02E+13,Install,12/5/2017,Complete,a0V1H00000DOmOAUA1,S,S,S,S,9/17/2010,9/17/2010,9/17/2010,2/16/2017,COAX ,1, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,7,17,15,Flex,,0,29705,29705,1,2000,0,1,NULL,NULL,CoStar,1920.04,COMMERCIAL,0,24,24,24,24,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,DOIF,6/5/2018,Construction Issue,a0V1H00000DO5AvUAL,S,S,S,S,7/27/2011,7/27/2011,7/27/2011,2/16/2017,COAX ,1, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,5,5,Retail,,0,9000,9000,1,1977,0,1,NULL,NULL,Costar,0,COMMERCIAL,0,6,6,6,6,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8.02E+13,Install,12/5/2017,Complete,a0V1H00000E0x2OUAR,S,S,S,S,2/21/2013,2/21/2013,2/21/2013,2/16/2017,COAX ,0,C12002298,NULL,3,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,45,32,Office,,0,366184,21540,17,1982,0,1,NULL,NULL,CoStar,8837.43,COMMERCIAL,0,93,93,93,93,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,Install,12/5/2017,Complete,a0V1H00000E0x2OUAR,S,S,S,S,7/13/2017,7/13/2017,7/13/2017,7/13/2017,COAX ,0, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,2,45,32,Office,,0,366184,21540,17,1982,0,1,NULL,NULL,CoStar,8837.43,COMMERCIAL,0,93,93,93,93,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,Install,12/6/2017,Complete,a0V1H00000E10jfUAB,S,S,S,S,2/10/2014,2/10/2014,2/10/2014,2/17/2017,COAX ,0,D10009678,NULL,0,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,56,45,Office,,0,280417,21849,14,1985,0,1,NULL,NULL,CoStar,68.83,COMMERCIAL,0,63,63,63,63,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,DOIF,1/12/2018,Construction Issue,a0V1H00000E3RkDUAV,S,S,S,S,10/12/2017,10/12/2017,10/12/2017,10/12/2017,COAX ,0, ,NULL,0,CL,COMMERCIAL,BUSINESS,G2,PLG0917,0,1,47,29,Office,,0,363417,21500,17,1982,2007,1,NULL,NULL,CoStar,12259.78,COMMERCIAL,0,42,42,42,42,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,DOIF,1/18/2018,Construction Issue,a0V1H00000E4SxPUAV,S,S,S,S,9/11/2009,9/11/2009,9/11/2009,2/16/2017,COAX ,1, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2, ,0,1,5,5,Multi-Family,Apartments,0,239717,98327,3,1999,0,1,NULL,NULL,CoStar,717.8,COMMERCIAL,0,246,250,250,246,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,DOIF,2/8/2019,Construction Issue,a0V1H00000GoTMyUAN,S,S,S,S,6/22/2017,4/28/2016,4/28/2016,6/22/2017,MULTI,0,G04037864,NULL,3,CL,COMMERCIAL,BUSINESS,E2,PLGC0917,0,1,8,8,Industrial,Warehouse,0,62247,62247,1,1985,0,9,NULL,NULL,Costar,0,COMMERCIAL,0,6,6,6,6,1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8.02E+13,Install,12/6/2017,Complete,a0V1H00000E0t7iUAB,S,S,S,S,5/5/2017,5/5/2017,5/5/2017,5/5/2017,COAX ,0,H05045105,NULL,0,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,20,18,Retail,,0,40906,40906,1,1986,0,1,NULL,NULL,CoStar,6676.73,COMMERCIAL,1,19,19,19,19,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,Install,1/19/2018,Complete,a0V1H00000Ep4f2UAB,S,S,S,S,12/20/2016,12/20/2016,12/20/2016,2/16/2017,COAX ,0,G12042244,NULL,1,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,11,9,Industrial,Warehouse,0,14000,14000,1,2000,0,2,NULL,NULL,CoStar,323.66,COMMERCIAL,0,17,17,17,17,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,Install,1/17/2018,Complete,a0V1H00000E3vIdUAJ,N,S,S,N,9/25/2014,5/22/2013,5/22/2013,1/7/2016,COAX ,0, ,NULL,1,HA,COMMERCIAL,BUSINESS,GN, ,0,1,3,3,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S8HPNTSCZA,866.08,MDU,0,48,49,49,48,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.02E+13,DOIF,2/14/2018,Construction Issue,a0V1H00000E15QpUAJ,S,S,S,S,6/23/2015,6/23/2015,6/23/2015,2/17/2017,COAX ,0,F06020229,NULL,1,CL,COMMERCIAL,BUSINESS,G2, ,0,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S8HPNTSCZA,1752.83,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.03E+13,Install,12/6/2017,Complete,a0V1H00000DObG2UAL,S,S,S,S,3/1/2010,3/1/2010,3/1/2010,2/16/2017,COAX ,3, ,NULL,3,CL,COMMERCIAL,BUSINESS,G2, ,0,2,2,2,Retail,Service Station,0,1760,1760,1,1973,0,1,NULL,NULL,CoStar,631.4,COMMERCIAL,0,1,1,1,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.03E+13,DOIF,12/14/2017,Construction Issue,a0V1H00000E1RB3UAN,S,S,S,S,10/7/2010,10/7/2010,10/7/2010,2/16/2017,COAX ,0, ,NULL,0,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,0,25,22,Retail,,0,95408,95408,1,1997,0,3,NULL,NULL,CoStar,1955.01,COMMERCIAL,0,17,17,17,17,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.03E+13,Install,12/6/2017,Complete,a0V1H00000DMQ6JUAX,S,S,S,S,6/20/2013,6/20/2013,6/20/2013,2/16/2017,COAX ,3,D06004506,NULL,1,CL,COMMERCIAL,BUSINESS,G2, ,0,2,2,2,Retail,,1,14308,14308,1,1971,0,1,NULL,NULL,CoStar,2085.24,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.03E+13,DOIF,12/14/2017,Construction Issue,a0V1H00000E12rkUAB,S,S,S,S,3/1/2010,3/1/2010,5/2/2011,2/16/2017,COAX ,0, ,NULL,0,CL,COMMERCIAL,BUSINESS,G2, ,0,1,1,1,Retail,Freestanding,0,59666,59666,2,1968,1992,1,NULL,NULL,CoStar,351.63,COMMERCIAL,0,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.03E+13,DOIF,1/8/2018,Construction Issue,a0V1H00000E1VquUAF,S,S,S,S,9/29/2017,9/29/2017,9/29/2017,9/29/2017,COAX ,0, ,NULL,0,CL,COMMERCIAL,BUSINESS,G2,PLG0917,0,0,3,1,Retail,Storefront,1,12749,12749,1,2002,0,1,NULL,NULL,CoStar,1861.54,COMMERCIAL,0,4,4,4,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.03E+13,DOIF,12/18/2017,Construction Issue,a0V1H00000E2AkPUAV,S,S,S,S,4/1/2016,4/1/2016,4/1/2016,2/16/2017,COAX ,1, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,5,5,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S5HPNTSCZA,15537.57,COMMERCIAL,0,10,10,10,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.03E+13,DOIF,2/14/2018,Construction Issue,a0V1H00000ErbKyUAJ,S,S,S,S,8/13/2014,8/13/2014,8/13/2014,2/17/2017,MULTI,0,E08016715,NULL,0,CL,COMMERCIAL,BUSINESS,E2,PLGC0917,0,0,4,1,Flex,R&D,0,37843,18921,2,1982,0,1,NULL,NULL,CoStar,927.3,COMMERCIAL,0,3,3,3,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.03E+13,Install,12/6/2017,Complete,a0V1H00000E1RlZUAV,S,S,S,S,2/7/2014,2/7/2014,2/7/2014,2/17/2017,COAX ,1,E02011155,NULL,1,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,3,2,Office,,0,10410,5205,2,1991,0,1,NULL,NULL,CoStar,87.75,COMMERCIAL,0,3,3,3,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.03E+13,DOIF,2/13/2018,Construction Issue,a0V1H00000E0hsVUAR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.03E+13,Install,12/7/2017,Complete,a0V1H00000E1S7bUAF,S,S,S,S,3/1/2010,3/1/2010,3/1/2010,2/16/2017,COAX ,0, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,2,6,5,Office,,0,5116,2879,2,1984,0,1,NULL,NULL,CoStar,2673.8,COMMERCIAL,0,2,2,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.03E+13,Install,12/5/2017,Complete,a0V1H00000E148mUAB,S,S,S,S,4/25/2011,4/25/2011,4/25/2011,2/16/2017,COAX ,1,D12009450,NULL,1,CL,COMMERCIAL,BUSINESS,G2, ,0,1,1,1,Office,,0,23982,7994,3,1989,0,1,NULL,NULL,CoStar,0,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.03E+13,Install,12/7/2017,Complete,a0V1H00000E1OrKUAV,S,S,S,S,5/3/2013,5/3/2013,5/3/2013,2/17/2017,COAX ,1,D12009450,NULL,1,CL,COMMERCIAL,BUSINESS,G2, ,0,2,2,2,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S7HPNTSCZA,0,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.03E+13,Install,12/5/2017,Complete,a0V1H00000DLnoXUAT,S,S,S,S,12/11/2013,12/11/2013,12/11/2013,2/16/2017,COAX ,1, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,9,8,Retail,Storefront Retail/Office,0,17092,6960,2,1881,0,1,NULL,NULL,CoStar,0,COMMERCIAL,0,8,8,8,8,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.03E+13,Install,12/6/2017,Complete,a0V1H00000E1MvcUAF,S,S,S,S,3/26/2010,3/11/2010,3/26/2010,2/16/2017,COAX ,1, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,1,1,Office,,0,2900,2900,1,0,0,1,NULL,NULL,CoStar,9698.19,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.03E+13,Install,2/11/2018,Complete,a0V1H00000DLXW7UAP,S,S,S,S,3/1/2010,3/1/2010,3/1/2010,2/16/2017,MULTI,2,H10056067,NULL,1,CL,COMMERCIAL,BUSINESS,E2,PLGC0917,0,1,4,3,Office,,0,7200,7200,1,1960,0,1,NULL,NULL,CoStar,0,COMMERCIAL,0,4,4,4,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.03E+13,DOIF,12/12/2017,Construction Issue,a0V1H00000E1sayUAB,S,S,S,S,1/1/1980,6/25/2005,11/8/2005,1/7/2016,COAX ,3, ,NULL,3,AA,RESIDENTIAL,SINGLE FAMILY,G2, ,0,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S8HPNTSCZA,1245.07,COMMERCIAL,0,3,3,3,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.03E+13,DOIF,1/10/2018,Construction Issue,a0V1H00000DL7HwUAL,S,S,S,S,9/29/2017,9/29/2017,9/29/2017,9/29/2017,COAX ,0, ,NULL,0,CL,COMMERCIAL,BUSINESS,G2,PLG0917,0,1,42,32,Office,,0,71882,17970,4,1987,2002,1,NULL,NULL,CoStar,1001.22,COMMERCIAL,0,33,33,33,33,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.03E+13,Install,12/5/2017,Complete,a0V1H00000DLnoXUAT,S,S,S,S,9/13/2006,3/1/2010,3/1/2010,2/16/2017,COAX ,1, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,0,43,33,Office,,0,71882,17970,4,1987,2002,1,NULL,NULL,CoStar,1001.22,COMMERCIAL,0,33,33,33,33,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8.03E+13,Install,12/5/2017,Complete,a0V1H00000E1EkxUAF,S,S,S,S,6/13/2012,6/13/2012,6/13/2012,2/16/2017,COAX ,3, ,NULL,3,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,0,8,6,Office,,0,10592,5296,2,1985,0,1,NULL,NULL,CoStar,379.55,COMMERCIAL,0,14,14,14,14,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
